,BORO,BLOCK,FROM_LOT,TO_LOT,FILING YEAR,REGULATED,UNREGULATED,OFFICE,OWNER/RELATED SPACE,GOV. RENTAL SUBSIDIES,TOTAL INCOME FROM REAL ESTATE,TOTAL EXPENSES,AMORTIZED LEASE AND TENANT IMP. COSTS,REPAIRS AND MAINT.,tract_10,bbl,repairs_percent_of_expenses,expenses_percent_of_income,repairs_percent_of_income
6778,1,02012,0039,,2021,820672.0,,,,,820672.0,199182.0,,31629.0,36061023200.0,1020120039,15.879446937976324,24.270597754035716,3.8540366918817752
6779,1,02012,0039,,2021,820672.0,,,,,820672.0,199182.0,,31629.0,36061023200.0,1020120039,15.879446937976324,24.270597754035716,3.8540366918817752
6780,1,02012,0039,,2021,820672.0,,,,,820672.0,199182.0,,31629.0,36061023200.0,1020120039,15.879446937976324,24.270597754035716,3.8540366918817752
6797,1,02023,0028,,2021,818090.0,,,,,898078.0,522874.0,85976.0,66733.0,,1020230028,12.762730600488837,58.22144624409016,7.4306463358416535
6801,1,02025,0061,,2021,607465.0,,,,,771596.0,340296.0,,44951.0,36061023000.0,1020250061,13.209382420010815,44.1028724876749,5.825717085106714
6802,1,02026,0001,,2021,2245665.0,,,,,2253565.0,771742.0,,124823.0,36061023000.0,1020260001,16.174187746682183,34.24538453516983,5.538912789291634
6803,1,02026,0033,,2021,228463.0,,,,1506744.0,1739357.0,1077030.0,,323488.0,36061023000.0,1020260033,30.03518936334178,61.92115822111275,18.59813712768569
6804,1,02030,0001,,2021,302555.0,,,,,552285.0,348543.0,,65337.0,,1020300001,18.745750165689742,63.10926423857247,11.830305005567778
6805,1,02030,0027,,2021,207853.0,391227.0,,,,641092.0,159974.0,,18890.0,,1020300027,11.808168827434457,24.953360828087074,2.946534974699419
6806,1,01391,0022,,2021,1298423.0,,91614.0,,,1391383.0,1264121.0,,438826.0,,1013910022,34.713923746223664,90.85356080964047,31.53883582018754
6807,1,02030,0036,,2021,422490.0,,,,,553917.0,240722.0,,66895.0,,1020300036,27.789317137611018,43.45813542462138,12.076719075240515
6809,1,02031,0020,,2021,825715.0,,,,,857618.0,323419.0,,52692.0,,1020310020,16.292178257925478,37.711312029365054,6.143994179226649
6810,1,02031,0029,,2021,380458.0,,,,,500277.0,196938.0,,66921.0,,1020310029,33.98074520915212,39.36579135159122,13.376789258750652
6813,1,02031,0054,,2021,1536621.0,,,,,1581652.0,1154662.0,,398887.0,,1020310054,34.54578049680339,73.00354313085306,25.219643764873688
6815,1,02032,0019,,2021,1845773.0,,,,,1845773.0,711961.0,,130326.0,,1020320019,18.305216156502954,38.57251135432147,7.06078158040019
6816,1,02032,0055,,2021,1696471.0,,,,,1724683.0,464647.0,,39452.0,,1020320055,8.490746738922235,26.941008869456013,2.2874928320160866
6817,1,02033,0010,,2021,89170.0,430153.0,,,5294.0,524852.0,264361.0,28760.0,103108.0,,1020330010,39.00272733118727,50.36867535991099,19.645157110956994
6819,1,01924,0029,,2021,651974.0,,90418.0,,,743047.0,899587.0,,257257.0,36061022000.0,1019240029,28.597234064076073,121.06730798993873,34.621901440958645
6822,1,02036,0001,,2021,297241.0,459191.0,101109.0,,,857541.0,310622.0,20520.0,49192.0,,1020360001,15.836611701682433,36.222408024805816,5.736402107887553
6823,1,01924,0029,,2021,651974.0,,90418.0,,,743047.0,899587.0,,257257.0,36061022000.0,1019240029,28.597234064076073,121.06730798993873,34.621901440958645
6827,1,02038,0061,,2021,209468.0,244252.0,,,,601600.0,276978.0,49762.0,29496.0,,1020380061,10.649221237787838,46.040226063829785,4.902925531914894
6830,1,02040,0007,,2021,,,,,,649758.0,62784.0,10619.0,,,1020400007,,9.662674411088435,
6833,1,02043,1302,1302.0,2021,,917685.0,,,,951757.0,430462.0,156444.0,65984.0,,1020431302,15.328646895660942,45.22814121671813,6.93286206458161
6838,1,02043,0029,,2021,1227695.0,,,,4848766.0,6123060.0,2895173.0,,293076.0,36061025900.0,1020430029,10.122918388642061,47.28310681260677,4.786430314254638
6839,1,02044,1101,1101.0,2021,,,,,,1543348.0,262028.0,5000.0,48000.0,,1020441101,18.318652968385056,16.97789481050288,3.1101216316734788
6841,1,02044,0022,,2021,560109.0,,,,,563709.0,190309.0,,31525.0,,1020440022,16.56516507364339,33.760149296889,5.592424460138121
6842,1,02045,1182,1182.0,2021,,,,,,1144673.0,242795.0,55339.0,69397.0,,1020451182,28.58254906402521,21.210861093080734,6.062604778832034
6844,1,01924,0029,,2021,651974.0,,90418.0,,,743047.0,899587.0,,257257.0,36061022000.0,1019240029,28.597234064076073,121.06730798993873,34.621901440958645
6845,1,02046,0020,,2021,737534.0,,,,,699634.0,914377.0,,165327.0,36061023502.0,1020460020,18.080835366593867,130.69361980692761,23.630498231932695
6846,1,02046,0020,,2021,737534.0,,,,,699634.0,914377.0,,165327.0,36061023502.0,1020460020,18.080835366593867,130.69361980692761,23.630498231932695
6847,1,02046,0024,,2021,568644.0,,,,,644850.0,271815.0,,50028.0,,1020460024,18.405165277854422,42.15166317748314,7.758083275180275
6848,1,02046,0025,,2021,710245.0,,,,,782107.0,314628.0,,58605.0,,1020460025,18.626759220412676,40.22825521316137,7.493220237128679
6849,1,02046,0020,,2021,737534.0,,,,,699634.0,914377.0,,165327.0,36061023502.0,1020460020,18.080835366593867,130.69361980692761,23.630498231932695
6850,1,02046,0043,,2021,768153.0,,,,,853163.0,314628.0,,58605.0,,1020460043,18.626759220412676,36.877829910579806,6.869144583157029
6852,1,01924,0029,,2021,651974.0,,90418.0,,,743047.0,899587.0,,257257.0,36061022000.0,1019240029,28.597234064076073,121.06730798993873,34.621901440958645
6853,1,02046,0020,,2021,737534.0,,,,,699634.0,914377.0,,165327.0,36061023502.0,1020460020,18.080835366593867,130.69361980692761,23.630498231932695
6854,1,01391,0039,,2021,1298423.0,,91614.0,,,1391383.0,1264121.0,,438826.0,,1013910039,34.713923746223664,90.85356080964047,31.53883582018754
6856,1,02046,0020,,2021,737534.0,,,,,699634.0,914377.0,,165327.0,36061023502.0,1020460020,18.080835366593867,130.69361980692761,23.630498231932695
6858,1,02046,0020,,2021,737534.0,,,,,699634.0,914377.0,,165327.0,36061023502.0,1020460020,18.080835366593867,130.69361980692761,23.630498231932695
6859,1,02048,0016,,2021,651935.0,,,,84326.0,743524.0,565333.0,,150655.0,36061022102.0,1020480016,26.64889542977325,76.03426385698377,20.262291466045482
6860,1,02048,0021,,2021,891547.0,700501.0,,,30750.0,1688959.0,709003.0,30513.0,96566.0,,1020480021,13.619970578403759,41.978698121150366,5.717486333297611
6861,1,02048,0025,,2021,1240532.0,,,,34333.0,1281050.0,831251.0,,185853.0,36061022102.0,1020480025,22.35822874198046,64.88825572772335,14.507864642285625
6867,1,02050,0118,,2021,1125612.0,,,,,1125612.0,474888.0,47139.0,117802.0,36061022700.0,1020500118,24.806270110004885,42.18931567893732,10.465595604879836
6868,1,02050,0131,,2021,594718.0,281434.0,,,,1199801.0,749606.0,,90002.0,,1020500131,12.006574120271182,62.47752752331428,7.501410650599557
6870,1,02050,0015,,2021,973504.0,,,,,991504.0,321026.0,18700.0,68810.0,36061022700.0,1020500015,21.43440095194782,32.37768077587181,6.939961916442091
6872,1,02050,0007,,2021,896065.0,,,,,896065.0,340325.0,20125.0,96270.0,36061022700.0,1020500007,28.28766620142511,37.97994565126414,10.743640249312271
6873,1,02051,1001,1001.0,2021,,,,,,564307.0,59780.0,11263.0,136.0,,1020511001,0.22750083640013385,10.593524446799348,0.024100356720721167
6878,1,02051,0039,,2021,765077.0,376007.0,,,,1148958.0,386303.0,,100155.0,,1020510039,25.926539529850924,33.62202969995422,8.717028820896848
6879,1,02053,0101,,2021,390084.0,298900.0,,,,683617.0,523355.0,,87470.0,,1020530101,16.713320786082107,76.556756195355,12.795176246348467
6880,1,02053,0111,,2021,613898.0,,,,,613898.0,295843.0,,68466.0,,1020530111,23.142680408189477,48.19090467797582,11.152667055439178
6881,1,02053,0014,,2021,797151.0,,,,,797151.0,547574.0,,77492.0,,1020530014,14.151877189201825,68.69137716693575,9.721119336236171
6883,1,02053,0026,,2021,1341846.0,,,,6118.0,1347964.0,843439.0,,186911.0,,1020530026,22.16058304157147,62.57132979812518,13.866171500129084
6884,1,02053,0033,,2021,1500913.0,,,,,1500913.0,730156.0,,76285.0,,1020530033,10.44776732643435,48.64745658142744,5.0825730738557136
6887,1,02053,0009,,2021,937591.0,410213.0,,,,1363436.0,548820.0,,107791.0,,1020530009,19.640501439451917,40.252714465512135,7.90583496401738
6889,1,01391,0039,,2021,1298423.0,,91614.0,,,1391383.0,1264121.0,,438826.0,,1013910039,34.713923746223664,90.85356080964047,31.53883582018754
6894,1,02054,0036,,2021,583994.0,115800.0,,,,713256.0,348890.0,,72029.0,,1020540036,20.645189028060422,48.91511603127068,10.098618167950917
6895,1,02054,0046,,2021,648484.0,,,,,648484.0,284707.0,,44241.0,,1020540046,15.539133214146473,43.903473331647355,6.822219206641952
6896,1,02054,0049,,2021,627141.0,,,,23792.0,650933.0,318276.0,,51338.0,,1020540049,16.130025512448317,48.89535482146396,7.886833207104265
6898,1,02054,0056,,2021,460817.0,768349.0,,,,1234246.0,514144.0,23935.0,126174.0,,1020540056,24.54059563079604,41.656525522464726,10.222759482307417
6899,1,02054,0006,,2021,515375.0,637564.0,,,6532.0,1165853.0,401300.0,14953.0,131248.0,,1020540006,32.70570645402442,34.421149150021485,11.257679999107948
6900,1,02054,0069,,2021,,,,,,513285.0,216578.0,,15580.0,,1020540069,7.193713119522759,42.194492338564345,3.0353507310753285
6901,1,02054,0075,,2021,562062.0,1685.0,,,43319.0,609674.0,380655.0,,67740.0,,1020540075,17.795641722819877,62.435826359661064,11.110855965647215
6903,1,02054,0082,,2021,956484.0,299930.0,,,,1257903.0,818170.0,,184476.0,,1020540082,22.54739235122285,65.04237608146256,14.665359729645292
6904,1,02054,0089,,2021,416450.0,143995.0,,,,573544.0,275958.0,,47284.0,,1020540089,17.134491480587627,48.11453000990334,8.244180045471664
6905,1,02054,0092,,2021,248809.0,714958.0,,,,963767.0,241387.0,,41804.0,,1020540092,17.31824829009019,25.046198925673945,4.337562917178114
6906,1,02054,0096,,2021,212023.0,529120.0,,,,741168.0,344917.0,,85816.0,,1020540096,24.88018856710455,46.53695248580619,11.578481531852427
6912,1,02061,0029,,2021,742165.0,,,,,742165.0,523971.0,500.0,167836.0,,1020610029,32.03154373047363,70.60033819972648,22.614378204307666
6916,1,02062,0037,,2021,797699.0,,,,,797699.0,387858.0,,28234.0,,1020620037,7.279468259002006,48.62209931314945,3.539430286361146
6917,1,02062,0041,,2021,849459.0,,,,,849459.0,400790.0,,32433.0,,1020620041,8.092267771151974,47.18179453040111,3.8180771526347947
6918,1,02062,0054,,2021,683098.0,,,,49117.0,732215.0,447504.0,,114100.0,,1020620054,25.496978797954878,61.11647535218481,15.582854762603878
6919,1,02063,0050,,2021,509788.0,123176.0,,,,753848.0,374532.0,,91450.0,,1020630050,24.41713925645873,49.68269465462534,12.131092740181044
6920,1,02063,0057,,2021,667697.0,,,,,667697.0,305069.0,19410.0,54061.0,36061023100.0,1020630057,17.72090904024991,45.689736512220364,8.096636648060421
6928,1,02065,0022,,2021,575556.0,,,,,835131.0,205253.0,,12603.0,,1020650022,6.1402269394357205,24.577341758358866,1.509104559643936
6933,1,02067,0012,,2021,208470.0,342033.0,,,,550503.0,179554.0,,11754.0,,1020670012,6.546220078639295,32.616352681093474,2.135138228129547
6935,1,02067,0036,,2021,363803.0,86605.0,,,,502657.0,275281.0,5133.0,45689.0,,1020670036,16.597222474489705,54.76517784493203,9.089498405473314
6939,1,02068,0013,,2021,632867.0,579141.0,,,,1208816.0,646550.0,,117605.0,,1020680013,18.18962183899157,53.48622122804463,9.728941377347752
6942,1,02068,0074,,2021,2058228.0,,,,,2062864.0,972876.0,,144809.0,36061023501.0,1020680074,14.884630723751021,47.16142217809802,7.019803535279107
6943,1,02069,0001,,2021,567970.0,506400.0,,,,1074370.0,661464.0,,155351.0,,1020690001,23.485934230736667,61.56761637052413,14.459729888213557
6946,1,02069,0042,,2021,402910.0,403498.0,,,,810858.0,449024.0,,168163.0,,1020690042,37.450782140820984,55.37640375996784,20.738896329566952
6947,1,02069,0048,,2021,874709.0,,,,,874709.0,487372.0,,110195.0,,1020690048,22.610039148740594,55.71818742004484,12.597903988640793
6949,1,02070,0001,,2021,,,235691.0,,,1960742.0,237837.0,30677.0,34224.0,,1020700001,14.389687054579397,12.129948764294333,1.745461667062775
6950,1,02070,0012,,2021,1319223.0,,10240.0,,106043.0,1441220.0,811646.0,,223730.0,36061022500.0,1020700012,27.56497290690769,56.31659288658221,15.523653571279889
6952,1,02070,0036,,2021,331660.0,176087.0,,,,954059.0,341014.0,,52731.0,,1020700036,15.46300151899922,35.7434917547028,5.527016672973055
6953,1,02070,0043,,2021,581459.0,,,,,581459.0,303811.0,6272.0,78598.0,,1020700043,25.870689343045512,52.24977169499483,13.51737611766264
6955,1,02071,0001,,2021,283601.0,286287.0,,,52475.0,857428.0,615085.0,3728.0,99980.0,,1020710001,16.254663989529902,71.73605247321058,11.660454288873234
6961,1,02071,0036,,2021,556302.0,356733.0,,,,1273219.0,457223.0,,95165.0,,1020710036,20.813694849121763,35.9107898955325,7.474362226765388
6964,1,02071,0005,,2021,560423.0,,,,,560423.0,353154.0,,82317.0,,1020710005,23.309094615946584,63.01561499081944,14.688369321030722
6965,1,02072,0001,,2021,196017.0,221040.0,,,,810076.0,360313.0,9287.0,39652.0,,1020720001,11.004876315869813,44.47891308963604,4.894849372157674
6967,1,02072,0039,,2021,1366802.0,30415.0,,,28967.0,1448493.0,1121523.0,25005.0,273136.0,,1020720039,24.35402573108175,77.42688435498135,18.85656333858707
6968,1,02072,0057,,2021,451146.0,108289.0,,,,559435.0,287467.0,,95270.0,,1020720057,33.141195337203925,51.385236890791596,17.029681732462215
6970,1,02072,0064,,2021,362064.0,198775.0,,,,798772.0,241484.0,26635.0,62613.0,,1020720064,25.92842589985258,30.231905975672657,7.838657339015389
6971,1,02074,0001,,2021,1145950.0,,,,32984.0,1789151.0,1129665.0,20175.0,298528.0,,1020740001,26.426241407851,63.13972381313818,16.685455839110283
6976,1,02074,0049,,2021,503400.0,,,,,503400.0,529494.0,,53297.0,,1020740049,10.06564758052027,105.18355184743741,10.58740564163687
6979,1,02074,0061,,2021,1145950.0,,,,32984.0,1789151.0,1129665.0,20175.0,298528.0,,1020740061,26.426241407851,63.13972381313818,16.685455839110283
6980,1,02075,0001,,2021,282408.0,398488.0,,,,884884.0,383260.0,12852.0,106882.0,,1020750001,27.88759588790899,43.31189172818132,12.078645336563888
6982,1,02075,0020,,2021,618501.0,,,,,621210.0,307210.0,,82382.0,,1020750020,26.816184368998403,49.45348593873247,13.261537966227202
6983,1,02075,0036,,2021,782178.0,,,,1841908.0,2639809.0,1820824.0,,784818.0,36061022900.0,1020750036,43.10235365966178,68.97559634049281,29.730105473539943
6985,1,02075,0056,,2021,152253.0,450470.0,,602723.0,,602723.0,350140.0,8774.0,33015.0,,1020750056,9.429085508653682,58.093021172246615,5.477640640891421
6986,1,02075,0061,,2021,414771.0,,,,,853395.0,288749.0,,48996.0,,1020750061,16.968370453231007,33.835328306352864,5.741303851088886
6990,1,02076,0031,,2021,1516544.0,,,,,1754652.0,684661.0,,151839.0,36061022900.0,1020760031,22.177252684175087,39.01976004358699,8.653510781625075
6991,1,02076,0031,,2021,1516544.0,,,,,1754652.0,684661.0,,151839.0,36061022900.0,1020760031,22.177252684175087,39.01976004358699,8.653510781625075
6992,1,02076,0046,,2021,2262970.0,,,,,2441309.0,853133.0,,175074.0,36061022900.0,1020760046,20.521302071306586,34.945719693819996,7.171316699360876
6993,1,02076,0046,,2021,2262970.0,,,,,2441309.0,853133.0,,175074.0,36061022900.0,1020760046,20.521302071306586,34.945719693819996,7.171316699360876
6995,1,02076,0053,,2021,,1944060.0,,,,2197558.0,772975.0,,86855.0,36061022900.0,1020760053,11.236456547753807,35.174270713218945,3.952341644680141
6996,1,02076,0061,,2021,,,,,,1754508.0,418124.0,199610.0,2634.0,,1020760061,0.6299566635734855,23.83141028710043,0.15012755712712622
7002,1,02077,0055,,2021,337767.0,828487.0,,,,1166254.0,543631.0,,28058.0,,1020770055,5.1612214903123625,46.6134306934853,2.4058224023240222
7003,1,02077,0006,,2021,,556076.0,,,,556076.0,158511.0,,44894.0,,1020770006,28.322324633621644,28.505276257202254,8.073356879275496
7005,1,02078,0011,,2021,727445.0,,,,,727445.0,586189.0,,122723.0,,1020780011,20.935739155801286,80.58189966251744,16.87041632013417
7006,1,02078,0047,,2021,569956.0,1218122.0,,,,1792487.0,828774.0,,313536.0,,1020780047,37.83130262291047,46.235983859297164,17.49167497449075
7009,1,02079,0001,,2021,831929.0,,,,,980769.0,875847.0,,206726.0,,1020790001,23.60298088593099,89.30206807107484,21.077950057556876
7010,1,02079,0025,,2021,155297.0,392645.0,,,7782.0,564227.0,229873.0,17042.0,71047.0,,1020790025,30.907066075615663,40.74122649217425,12.59191779195253
7011,1,02079,0036,,2021,6995.0,570214.0,210832.0,,,788041.0,288843.0,22004.0,51845.0,,1020790036,17.949197314804234,36.65329595795143,6.578972413871867
7015,1,02079,0061,,2021,357703.0,229860.0,,,74969.0,915064.0,536696.0,,170636.0,,1020790061,31.7937901530848,58.65119816755986,18.6474388676639
7016,1,02080,0011,,2021,713640.0,,,,,713640.0,442304.0,,96665.0,,1020800011,21.854878092895383,61.978588644134305,13.545344991872652
7019,1,02080,0005,,2021,1024834.0,,,,,1041811.0,470594.0,,56363.0,,1020800005,11.976990781862922,45.17076513878237,5.410098376768914
7020,1,02080,0059,,2021,169322.0,444274.0,,,,1082359.0,294931.0,9400.0,59027.0,,1020800059,20.01383374416389,27.24890724796486,5.453550993709111
7028,1,02081,0039,,2021,514896.0,,,,34783.0,550416.0,210742.0,,71214.0,,1020810039,33.792030065198205,38.28776779744775,12.93821400540682
7029,1,02082,0001,,2021,541870.0,76700.0,,,,712221.0,364868.0,,105051.0,,1020820001,28.791508161855795,51.22960429417274,14.74977570164317
7037,1,02083,0001,,2021,95120.0,976970.0,,,36266.0,1576456.0,656673.0,39016.0,50716.0,,1020830001,7.723174243497144,41.65501606134266,3.2170894715742144
7043,1,02084,0056,,2021,,1146164.0,,,,1175023.0,959035.0,27379.0,83718.0,,1020840056,8.729399865489789,81.61840236318778,7.12479670610703
7045,1,02086,0011,,2021,980090.0,,,,,1029090.0,394864.0,,86348.0,,1020860011,21.86778232505369,38.37021057439097,8.39071412607255
7046,1,02086,0016,,2021,908218.0,,,,,919307.0,348556.0,,103542.0,,1020860016,29.70598698630923,37.915081686531266,11.263049231649493
7047,1,02086,0020,,2021,845269.0,,,,,868069.0,329492.0,,102670.0,,1020860020,31.160088864069536,37.95689052367957,11.827400817216143
7048,1,02086,0024,,2021,730781.0,,,,,736181.0,282222.0,,59670.0,,1020860024,21.142930033803175,38.33595270728259,8.105343658692632
7049,1,02086,0029,,2021,921497.0,,,,,1570625.0,501476.0,,158605.0,,1020860029,31.627635220828115,31.928436132113013,10.098209311579785
7052,1,02087,0015,,2021,805441.0,,,,,805441.0,598344.0,,100324.0,,1020870015,16.76694343053494,74.28775043733805,12.455785091645447
7055,1,02087,0033,,2021,160041.0,247585.0,,,,648104.0,246618.0,,36555.0,,1020870033,14.822519037539838,38.05222618592078,5.640298470615828
7056,1,02087,0036,,2021,399141.0,,,,,567389.0,261371.0,,71277.0,,1020870036,27.270431685229042,46.06557405941955,12.5622809042826
7058,1,02087,0041,,2021,695409.0,,14940.0,,,740156.0,315148.0,,34325.0,,1020870041,10.891708022897179,42.5785915401618,4.637535870816423
7063,1,02087,0093,,2021,198798.0,251505.0,,,,906885.0,336210.0,3000.0,42825.0,,1020870093,12.737574730079416,37.07305777469029,4.722208438776692
7064,1,02087,0097,,2021,294509.0,213264.0,,,13113.0,905467.0,314025.0,4184.0,34928.0,,1020870097,11.122681315181913,34.680998865778655,3.857456980762413
7065,1,02088,0106,,2021,610402.0,,,,,625117.0,333167.0,,71277.0,,1020880106,21.393775493971493,53.296742849738536,11.402185510872364
7066,1,02088,0114,,2021,1340976.0,,,,258195.0,1645635.0,1296577.0,,191382.0,,1020880114,14.760557992313608,78.78885658119815,11.629674867148546
7067,1,02088,0027,,2021,365118.0,791583.0,,,,1174246.0,839487.0,171077.0,191327.0,,1020880027,22.790942563732376,71.49157842564506,16.29360457689445
7068,1,02088,0029,,2021,952855.0,357300.0,,,,1914794.0,897702.0,18673.0,304104.0,,1020880029,33.875829618292045,46.88243226164276,15.881812873865284
7069,1,02088,0047,,2021,635244.0,237168.0,,,,872412.0,451775.0,86092.0,51481.0,,1020880047,11.395274196225998,51.784592600743686,5.900996318253302
7070,1,02088,0051,,2021,624612.0,780266.0,,,,1444333.0,609193.0,9925.0,216498.0,,1020880051,35.538491085747864,42.17815420682073,14.989479572923972
7071,1,02088,0080,,2021,598765.0,16873.0,,,,621070.0,350571.0,7214.0,126112.0,36061022500.0,1020880080,35.9733121108135,56.44629429854928,20.305601623005458
