,BORO,BLOCK,FROM_LOT,TO_LOT,FILING YEAR,REGULATED,UNREGULATED,OFFICE,OWNER/RELATED SPACE,GOV. RENTAL SUBSIDIES,TOTAL INCOME FROM REAL ESTATE,TOTAL EXPENSES,AMORTIZED LEASE AND TENANT IMP. COSTS,REPAIRS AND MAINT.,tract_10,bbl,repairs_percent_of_expenses,expenses_percent_of_income,repairs_percent_of_income
20924,3,07433,0013,,2021,2079266.0,699010.0,,,166439.0,3122158.0,1431544.0,,296603.0,,3074330013,20.719097701502715,45.85110683059602,9.499935621451574
20927,3,07438,0024,,2021,,,909254.0,,,1018935.0,393396.0,15562.0,15508.0,,3074380024,3.9420838035973933,38.60854715953422,1.5219812843802598
20928,3,07438,0024,,2021,,,909254.0,,,1018935.0,393396.0,15562.0,15508.0,,3074380024,3.9420838035973933,38.60854715953422,1.5219812843802598
20930,3,07439,0006,,2021,538353.0,22800.0,,,,561153.0,281588.0,,58993.0,,3074390006,20.950111510433683,50.18025387015662,10.512819142016527
20931,3,07440,0041,,2021,485050.0,,,,,568640.0,319124.0,,76887.0,36047059200.0,3074400041,24.093142477532243,56.12056837366348,13.521208497467644
20934,3,07446,0001,,2021,,,,,,2568712.0,687094.0,,203095.0,,3074460001,29.5585465744134,26.748580611606126,7.906491658076109
20937,3,07458,0001,,2021,1210161.0,,,,47055.0,1323796.0,603935.0,30002.0,81845.0,,3074580001,13.551955094505203,45.62145526954304,6.18259913158825
20938,3,07458,0012,,2021,,,531774.0,,,564632.0,182397.0,8900.0,16077.0,,3074580012,8.814289708712314,32.30369515011547,2.847341277150427
20939,3,07458,0062,,2021,1405598.0,,,,15088.0,1459391.0,661724.0,23276.0,81367.0,,3074580062,12.296214131571471,45.342475046097995,5.5754078242225695
20940,3,07459,1001,1001.0,2021,,5893484.0,,,,6801633.0,2172855.0,,372272.0,,3074591001,17.13285055836676,31.946078243268932,5.473273844678182
20941,3,07459,0102,,2021,,,219144.0,,,642891.0,262488.0,56932.0,84591.0,,3074590102,32.226616073877665,40.82931632267367,13.157907016897111
20946,3,07459,0065,,2021,,,,,,1413411.0,278687.0,,140479.0,,3074590065,50.407446346618244,19.717336287887953,9.93900571029941
20948,3,07459,0009,,2021,,,285578.0,,,646376.0,251230.0,402.0,29217.0,,3074590009,11.629582454324721,38.86747032686857,4.5201245095733755
20949,3,07460,0012,,2021,,,20000.0,,,724432.0,112054.0,,26438.0,,3074600012,23.59398147321827,15.467842392384654,3.649479868365837
20954,3,07462,1056,1057.0,2021,,,405399.0,,,576900.0,154831.0,,80002.0,,3074621056,51.670531095194114,26.838446871208184,13.867568036054776
20963,3,07462,0007,,2021,,,281128.0,,,1401580.0,542713.0,,144951.0,,3074620007,26.708591833989605,38.72151429101442,10.341971203926997
20964,3,07464,0022,,2021,1297985.0,,18280.0,,13811.0,1331333.0,436382.0,,106240.0,,3074640022,24.34564212089408,32.77782493185401,7.979971952922371
20965,3,07465,0040,,2021,894773.0,,40803.0,,74488.0,1049241.0,523249.0,,150316.0,,3074650040,28.727431872779498,49.869286465168635,14.326165294722564
20972,3,07552,0047,,2021,826613.0,,,,,826613.0,349826.0,,117232.0,,3075520047,33.51151715424239,42.320408703952154,14.182211022570417
20973,3,07554,0038,,2021,563308.0,,,,,563308.0,305091.0,,28728.0,,3075540038,9.41620696775716,54.16060130514745,5.09987431387447
20974,3,07554,0043,,2021,822251.0,,,,,822251.0,385969.0,,118602.0,,3075540043,30.728374558578537,46.94053275702918,14.424062725372181
20975,3,07554,0048,,2021,853829.0,,,,,853829.0,327669.0,,84017.0,,3075540048,25.640814358392156,38.37641963437644,9.840026515848022
20976,3,07554,0056,,2021,1138119.0,,,,16835.0,1163113.0,498628.0,,145373.0,36047077200.0,3075540056,29.154600223011943,42.870125258680794,12.498613634272852
20977,3,07555,0031,,2021,1061095.0,,,,,1061095.0,379057.0,,100827.0,,3075550031,26.599429637231342,35.7231916086684,9.502165216121082
20979,3,07556,0018,,2021,622205.0,,,,16958.0,639163.0,319569.0,,61132.0,,3075560018,19.129515065603986,49.998044317333765,9.564383420191719
20986,3,07558,0001,,2021,,,,,,816976.0,373696.0,224280.0,46834.0,,3075580001,12.532646857338586,45.741368167485945,5.732604140146099
20987,3,07558,0011,,2021,,,181774.0,,,919664.0,82215.0,,9782.0,,3075580011,11.898072127957185,8.939677969345325,1.0636493327998051
20992,3,07558,0035,,2021,,,,,,1280001.0,565258.0,,5275.0,,3075580035,0.9332021837815653,44.1607467494166,0.41210905303980233
20993,3,07558,0043,,2021,,,,,,807964.0,67817.0,,21397.0,,3075580043,31.55108601088223,8.393567040115649,2.6482615562079497
20997,3,07573,0020,,2021,752966.0,,,,,752966.0,459268.0,,115276.0,,3075730020,25.099941646271894,60.99452033690764,15.309589011987262
20998,3,07574,0070,,2021,,,1043350.0,,,1043350.0,190923.0,1022.0,51375.0,,3075740070,26.90875379079524,18.299036756601332,4.924042746920976
20999,3,07575,0011,,2021,,,,,,588351.0,133819.0,,5725.0,,3075750011,4.27816677751291,22.744756106473858,0.9730585993735031
21000,3,07576,0069,,2021,945497.0,,,,,952678.0,658566.0,46305.0,112371.0,,3075760069,17.062982297901804,69.1278690176534,11.795276053398945
21001,3,07577,0001,,2021,2119007.0,,,,34056.0,2167618.0,955335.0,8299.0,151914.0,,3075770001,15.901647066212377,44.07303316359248,7.008338185049211
21002,3,07577,0025,,2021,1600315.0,,,,,1657228.0,1024042.0,,381478.0,,3075770025,37.25218301593099,61.792463076897086,23.019041435457282
21004,3,07584,0012,,2021,705432.0,30000.0,,,,735482.0,382386.0,,31961.0,,3075840012,8.358308097053763,51.991211205712716,4.345585615963409
21005,3,07584,0019,,2021,1126075.0,,,,,1126075.0,687444.0,,326975.0,,3075840019,47.563874293760655,61.04779877006416,29.03669826610128
21011,3,07594,0011,,2021,,,1798624.0,,,2362532.0,869323.0,200085.0,227944.0,,3075940011,26.220863821617513,36.79624233661173,9.648292594555333
21012,3,07594,0009,,2021,,,350824.0,,,589785.0,283430.0,101000.0,15696.0,,3075940009,5.5378753131284615,48.05649516349178,2.661308782013785
21015,3,07598,0058,,2021,587873.0,,,,,587873.0,303827.0,,131761.0,,3075980058,43.36711352183973,51.682421203219064,22.413174274035377
21016,3,07598,0006,,2021,908406.0,,,,,972959.0,401156.0,,80047.0,,3075980006,19.954082700994128,41.230514338219805,8.22717092909362
21017,3,07599,0059,,2021,864234.0,,,,,864234.0,177182.0,,,,3075990059,,20.50162340292097,
21018,3,07602,0015,,2021,849298.0,,,,,856412.0,375682.0,,96932.0,,3076020015,25.80160880744885,43.86697057023955,11.318384142211926
21019,3,07602,0022,,2021,714212.0,,,,,714212.0,349469.0,,33152.0,,3076020022,9.486392212184771,48.9307096492358,4.641759029531848
21022,3,07611,0054,,2021,2035116.0,,,2080951.0,,2091151.0,1082511.0,,110446.0,,3076110054,10.20276006433191,51.76627608431912,5.281588943122711
21023,3,07611,0073,,2021,705685.0,,,,,790677.0,300113.0,,28396.0,,3076110073,9.461769400192594,37.95646009685371,3.591352726840417
21024,3,07612,0034,,2021,785448.0,,11774.0,,,847115.0,388089.0,,99124.0,,3076120034,25.54156391961638,45.81302420568636,11.701362861004704
21025,3,07617,0025,,2021,1413892.0,,,,,1438052.0,657398.0,,208382.0,,3076170025,31.697997255848055,45.7144804221266,14.490574749730886
21030,3,07620,0014,,2021,1659623.0,,,,,1671910.0,924378.0,,43638.0,,3076200014,4.720796037984461,55.28874161886704,2.610068723794941
21031,3,07630,0027,,2021,1985916.0,,34389.0,,20369.0,2095118.0,876641.0,,226879.0,,3076300027,25.880491558117864,41.84208240299591,10.828936604048076
21036,3,07652,0008,,2021,658843.0,,,,25392.0,777231.0,446703.0,,72331.0,,3076520008,16.19219033675619,57.47364683086496,9.306242288328695
21037,3,07653,0001,,2021,1382714.0,,24050.0,,,1448505.0,613414.0,,132268.0,,3076530001,21.562598832110126,42.34807611986151,9.131345766842365
21038,3,07655,0050,,2021,1000543.0,,,,161989.0,1166132.0,453765.0,34000.0,66869.0,,3076550050,14.736482540522076,38.91197565970233,5.734256499264234
21039,3,07656,0061,,2021,1051221.0,,,,,1115729.0,420526.0,,51522.0,,3076560061,12.251798937521105,37.690693707880676,4.617788011246458
21040,3,07669,0029,,2021,871014.0,,,,41287.0,912301.0,410581.0,,70493.0,,3076690029,17.16908478473188,45.00499286967788,7.726945383157532
21041,3,07674,0027,,2021,,,663936.0,,,663936.0,205334.0,,48207.0,,3076740027,23.477358839744028,30.926776074802394,7.26079019664546
21042,3,07674,0039,,2021,983538.0,,,,,1000938.0,541354.0,,148372.0,,3076740039,27.40757434137367,54.084668580871146,14.823295748587825
21043,3,07674,0004,,2021,572219.0,,,,,572219.0,168930.0,,44795.0,,3076740004,26.516900491327767,29.52191381271856,7.8282965088541285
21044,3,07674,0047,,2021,790003.0,33000.0,,,66285.0,889756.0,340805.0,,77690.0,,3076740047,22.796027053593697,38.30319773061379,8.731607317062204
21045,3,07674,0009,,2021,1462729.0,,,,,1465930.0,528160.0,65128.0,104048.0,36047054600.0,3076740009,19.700090881551045,36.029005477751326,7.097746822836015
21047,3,07688,0041,,2021,1232196.0,126539.0,,,404857.0,1831370.0,589077.0,42600.0,44664.0,,3076880041,7.58203087202522,32.16591950288582,2.4388299469795838
21048,3,07689,0056,,2021,,,,,18720.0,751780.0,322877.0,4614.0,90715.0,,3076890056,28.09583835330482,42.948335949346884,12.066695043762802
21055,3,07718,0050,,2021,,,527446.0,,,773285.0,292797.0,,130813.0,,3077180050,44.67702879469393,37.86404753745385,16.916531421144857
21073,3,07763,0001,,2021,,,,,,2857020.0,397368.0,41131.0,96652.0,,3077630001,24.32304564031326,13.908478064556776,3.3829654675151035
21075,3,07763,0045,,2021,,,,,,824154.0,166687.0,2857.0,15300.0,,3077630045,9.178880176618453,20.225224897288612,1.8564491587737244
21076,3,07775,0051,,2021,,,,,,748408.0,203524.0,,13464.0,,3077750051,6.615436017373873,27.194257677630386,1.79901871706342
21081,3,07782,0034,,2021,,,817245.0,,,876744.0,179215.0,15718.0,54725.0,,3077820034,30.535948441815698,20.440972507368173,6.241844825855666
21090,3,07813,0106,,2021,,1873257.0,,,,1916953.0,688788.0,67974.0,81361.0,,3078130106,11.812197657334332,35.93139737906981,4.244287679457973
21091,3,07813,0003,,2021,,1764308.0,,,,1805263.0,721419.0,19839.0,76524.0,,3078130003,10.607427860924096,39.961988917958216,4.238939146262899
21098,3,07821,0021,,2021,,,258000.0,,,567000.0,211630.0,,28765.0,,3078210021,13.592118319708927,37.32451499118166,5.073192239858907
21105,3,07839,0058,,2021,,,,,,854132.0,129860.0,2466.0,57341.0,,3078390058,44.15601416910519,15.203739000529193,6.713365147307441
21135,3,07918,0061,,2021,,,,,,968425.0,204199.0,,167500.0,,3079180061,82.02782579738393,21.085680357281152,17.296125151663784
21136,3,07918,0126,,2021,,,,,,1162146.0,93776.0,,,,3079180126,,8.069209892732927,
21138,3,07930,0001,,2021,,380820.0,,,,3949503.0,1879989.0,99431.0,304854.0,,3079300001,16.215733177162207,47.60064747387203,7.718793984964691
21139,3,07932,1002,1002.0,2021,,,,,,1226870.0,263530.0,,96333.0,,3079321002,36.55485144006375,21.479863392209445,7.8519321525508
21157,3,07949,0223,,2021,,,,,,661438.0,43849.0,,500.0,,3079490223,1.140276859221419,6.629343944557162,0.07559287491798172
21158,3,07949,0223,,2021,,,,,,661438.0,43849.0,,500.0,,3079490223,1.140276859221419,6.629343944557162,0.07559287491798172
21159,3,07949,0039,,2021,,,,,,738663.0,374065.0,,217859.0,,3079490039,58.24094742892279,50.64081996796915,29.493693335120348
21163,3,07955,0017,,2021,,,,,,596111.0,254342.0,,95348.0,,3079550017,37.48810656517602,42.66688586521637,15.995007641194341
21171,3,07967,0040,,2021,,,427047.0,,,584964.0,304263.0,,55253.0,,3079670040,18.159618487952855,52.01397009046711,9.445538528866734
21174,3,07969,0009,,2021,,,,,,1871036.0,788750.0,249532.0,205211.0,,3079690009,26.017242472266243,42.155789626709485,10.967774003279466
21175,3,07981,1001,1001.0,2021,438928.0,,,,,731548.0,258766.0,,38687.0,,3079811001,14.950573104658263,35.37238841470416,5.288374788804016
21176,3,07981,0020,,2021,766905.0,,102871.0,,,1021395.0,200538.0,,14610.0,36047095000.0,3079810020,7.28540226789935,19.633736213707724,1.4303966633868386
21214,3,08134,0001,,2021,,,,2132560.0,,2349456.0,1274379.0,,329614.0,,3081340001,25.86467605006046,54.24144993564468,14.029375310710224
21216,3,08138,0250,,2021,,,,,,1327663.0,292971.0,18758.0,3755.0,,3081380250,1.2816968232350643,22.066669026703313,0.2828277959090522
21219,3,08149,0001,,2021,,,,,,4823144.0,641503.0,,275431.0,,3081490001,42.93526296837271,13.300515182627763,5.710611169809568
21220,3,08149,0300,,2021,,,990188.0,,,5160920.0,538661.0,,237545.0,,3081490300,44.09916440952659,10.437305751687683,4.602764623361726
21222,3,08156,0001,,2021,,,,,,3994000.0,527906.0,76050.0,51881.0,,3081560001,9.827696597500314,13.217476214321483,1.2989734601902856
21230,3,08184,0039,,2021,,,,,,930385.0,517237.0,,1021.0,,3081840039,0.19739500461103907,55.59386705503636,0.10973951643674393
21241,3,08206,0005,,2021,900498.0,,,,,1039549.0,498002.0,,143694.0,,3082060005,28.854100987546232,47.90558213225158,13.822725047111776
21244,3,08224,0022,,2021,2763687.0,,,,40188.0,3035419.0,1487141.0,20144.0,86715.0,,3082240022,5.8309871088215575,48.99293968971005,2.8567719975397137
21256,3,08281,0024,,2021,,,310565.0,122057.0,,2615211.0,604221.0,62817.0,126457.0,,3082810024,20.928931632631105,23.104101351669136,4.835441576224634
21260,3,08328,0040,,2021,,,,,,2492550.0,601619.0,27709.0,78235.0,,3083280040,13.004077331334281,24.13668732823815,3.1387534853864514
21261,3,08344,0001,,2021,,,,,,6751033.0,1846261.0,675669.0,199239.0,,3083440001,10.791486144158382,27.347829584005883,2.951237240286042
21262,3,08352,0001,,2021,,,,,,1783891.0,209846.0,,116151.0,,3083520001,55.35059043298419,11.763386888548684,6.511104097727944
21270,3,08446,0019,,2021,,,,,,583692.0,358071.0,,,,3084460019,,61.34588104685348,
21274,3,08470,1120,1120.0,2021,,,,,,591192.0,105359.0,,14366.0,,3084701120,13.635285072941086,17.821452252398544,2.430005818752622
21275,3,08470,0114,,2021,,,,,,2734013.0,33000.0,,,,3084700114,,1.2070169381052687,
21276,3,08470,1140,1140.0,2021,,,,,,580000.0,660906.0,,325873.0,,3084701140,49.307011889739236,113.94931034482758,56.184999999999995
21277,3,08470,0143,,2021,,,,,,3376069.0,557808.0,5655.0,157142.0,,3084700143,28.171342110547,16.5224111237063,4.6545849625703735
21278,3,08470,1601,1602.0,2021,,390788.0,,,,990548.0,347084.0,,74321.0,,3084701601,21.41297207592398,35.03959424480187,7.503018531156491
21279,3,08470,0055,,2021,,,,,,74678326.0,24125961.0,6795964.0,6089447.0,,3084700055,25.240225663964228,32.30651019145769,8.154236076475522
21292,3,08542,0072,,2021,,,,,,666102.0,113952.0,16620.0,27957.0,,3085420072,24.534014321819715,17.10728987452372,4.197104947890864
21294,3,08556,0080,,2021,,,1340409.0,,,1677403.0,325065.0,41000.0,96801.0,,3085560080,29.778967283466386,19.379063945873472,5.770885112283691
21295,3,08558,0010,,2021,,,1116938.0,,,1140830.0,452988.0,,256476.0,,3085580010,56.61871837664574,39.70688007853931,22.48152660782062
21300,3,08661,0001,,2021,725568.0,,,,,934876.0,482859.0,,118241.0,,3086610001,24.48768688167767,51.649523573179756,12.647773608478557
21301,3,08661,1101,1103.0,2021,517077.0,,,,,526931.0,174498.0,,58646.0,,3086611101,33.608408119290765,33.115910811852025,11.129730458067565
21303,3,08661,0072,,2021,,,651740.0,,,651740.0,116870.0,,31917.0,,3086610072,27.309831436638998,17.931997422284958,4.897198269248474
21304,3,08661,0078,,2021,,1052601.0,,,,1081011.0,577015.0,,268055.0,,3086610078,46.45546476261449,53.37734768656378,24.79669494574986
21306,3,08665,0547,,2021,1744366.0,,,,,1914201.0,696366.0,,114272.0,,3086650547,16.409761533446492,36.37893826196936,5.969697017188895
21310,3,08668,0830,,2021,293628.0,,,,,668004.0,86751.0,,16500.0,,3086680830,19.019953660476535,12.98659888264142,2.470045089550362
21327,3,08680,0027,,2021,,,756456.0,378000.0,,1170236.0,221331.0,,86364.0,,3086800027,39.02029087656045,18.91336448374516,7.380049836101437
21328,3,08682,0036,,2021,594341.0,,,,96073.0,690414.0,195141.0,9306.0,44326.0,,3086820036,22.714857462040268,28.264345740381856,6.420205847505988
21329,3,08682,0048,,2021,916518.0,,,,,916518.0,589661.0,14012.0,128577.0,,3086820048,21.805240638265037,64.33708885150101,14.028857043724182
21331,3,08682,0066,,2021,503409.0,,,,280776.0,788142.0,439833.0,,109931.0,,3086820066,24.993804466695313,55.80631409060803,13.948121023876409
21332,3,08683,0075,,2021,1859028.0,,,,,1864598.0,799297.0,,207606.0,,3086830075,25.973574278397145,42.866987951290305,11.13408895643994
21333,3,08683,0097,,2021,,,,,,932082.0,185524.0,19173.0,7556.0,,3086830097,4.07278842629525,19.90425735074811,0.8106582897212906
21334,3,08684,0062,,2021,1507822.0,,,,,1631031.0,891138.0,168304.0,118877.0,,3086840062,13.339909194759958,54.63648453033695,7.288457423556021
21335,3,08685,0019,,2021,326614.0,,,,273689.0,600303.0,316810.0,,70347.0,36047036001.0,3086850019,22.204791515419338,52.77501528394827,11.718582116031403
21336,3,08685,0070,,2021,930842.0,,,,,932585.0,356941.0,,111896.0,36047036001.0,3086850070,31.348598227718306,38.27436641164076,11.998477350590028
21337,3,08685,0076,,2021,892635.0,,,,,896236.0,455250.0,,116661.0,36047036001.0,3086850076,25.625700164744647,50.795772542053655,13.01677236799236
21338,3,08686,0031,,2021,680686.0,,,,,680686.0,291853.0,,86346.0,,3086860031,29.585441986205385,42.87630419899924,12.685144104623866
21340,3,08686,0078,,2021,394560.0,,,,197280.0,591840.0,286051.0,,82892.0,,3086860078,28.978049368818848,48.33248851040822,14.005812381724791
21341,3,08688,0041,,2021,1238696.0,,,,,1238696.0,813284.0,143769.0,65388.0,,3086880041,8.039995868601867,65.6564645401293,5.278777036496445
21342,3,08688,0056,,2021,1263551.0,,,,,1263551.0,616446.0,,170947.0,,3086880056,27.731058357098593,48.78679214372827,13.529093799933678
21345,3,08688,0079,,2021,379406.0,514877.0,,,9571.0,914339.0,382860.0,40608.0,58960.0,,3086880079,15.399885075484512,41.87287209667311,6.448374180692282
21346,3,08689,0015,,2021,1434253.0,,,,,1434253.0,783796.0,154681.0,87696.0,,3086890015,11.188625611766327,54.64837793611029,6.114402410174495
21348,3,08689,0036,,2021,,,6000.0,,,759460.0,189612.0,,30570.0,,3086890036,16.12239731662553,24.966686856450636,4.025228451794696
21349,3,08689,0009,,2021,944226.0,,,,,944226.0,468262.0,,148757.0,,3086890009,31.767899167560042,49.592152726148186,15.754385073065135
21350,3,08689,0097,,2021,1067775.0,,,,317394.0,1385169.0,1124799.0,,564315.0,,3086890097,50.17029709308063,81.20301566090492,40.73979420561679
21351,3,08690,0083,,2021,1265810.0,,,,527679.0,2286484.0,881153.0,,229026.0,,3086900083,25.991626879781375,38.537466258237544,10.016514438762748
21352,3,08691,0021,,2021,1301503.0,,,,,1303303.0,634660.0,,79677.0,,3086910021,12.554281032363784,48.69627400535409,6.113467090922065
21353,3,08691,0057,,2021,840119.0,,,,,850149.0,338186.0,12397.0,110475.0,,3086910057,32.66693476370991,39.77961510276434,12.994780914874923
21354,3,08691,0065,,2021,414268.0,,,,121760.0,536150.0,249229.0,,39652.0,,3086910065,15.909866026826732,46.484938916348035,7.395691504243215
21355,3,08692,0001,,2021,976850.0,,,,,976850.0,435216.0,,98432.0,,3086920001,22.616815558251535,44.553001996212316,10.076470287147464
21356,3,08692,0010,,2021,736858.0,,,,262219.0,1004631.0,365259.0,,118588.0,,3086920010,32.46682491054293,36.35752828650519,11.804135050580761
21357,3,08692,0019,,2021,,,,,,2629307.0,312045.0,21341.0,34959.0,,3086920019,11.203191847329713,11.867956081203147,1.3295898881340216
21358,3,08692,0083,,2021,854833.0,,,,,854833.0,752351.0,310334.0,69727.0,,3086920083,9.267881613768042,88.01145954823924,8.156797877480162
21359,3,08692,0089,,2021,846715.0,,,,183632.0,1030347.0,435128.0,15384.0,172244.0,,3086920089,39.58467393502602,42.23120948573636,16.717086573746514
21360,3,08701,0001,,2021,1184639.0,,,,,1608376.0,738834.0,9600.0,174293.0,,3087010001,23.590278736495613,45.93664665476232,10.836582988057518
21361,3,08707,0375,,2021,,,,,,879381.0,61234.0,,,,3087070375,,6.963307144457294,
21362,3,08707,0452,,2021,,,,,,851404.0,137537.0,,27840.0,,3087070452,20.24182583595687,16.15414068996622,3.269893023758404
21364,3,08709,0100,,2021,1526052.0,202955.0,,,,1774220.0,790851.0,,163261.0,,3087090100,20.64371164732674,44.57457361544792,9.201846445198452
21365,3,08709,0014,,2021,674166.0,,,,,674392.0,323007.0,,53894.0,,3087090014,16.685087320089036,47.89603079514585,7.991494561026821
21366,3,08709,0060,,2021,,,169992.0,,,1124328.0,849500.0,30300.0,45000.0,,3087090060,5.29723366686286,75.55624337381974,4.002390761414818
21367,3,08709,0072,,2021,1041841.0,,,,497982.0,1547323.0,464007.0,,16956.0,,3087090072,3.654255215977345,29.987727190767536,1.0958280850216793
21368,3,08710,1001,1002.0,2021,2535744.0,132864.0,,,,2813472.0,1894341.0,127962.0,728457.0,,3087101001,38.45437542659954,67.33107704643942,25.891745146210805
21369,3,08711,0036,,2021,1372503.0,,,,,1372503.0,461488.0,,85246.0,,3087110036,18.47198627049891,33.62382450165865,6.210988245563033
21370,3,08711,0046,,2021,582463.0,,,,,582463.0,339747.0,,81468.0,,3087110046,23.979019682293,58.329370277597036,13.986811179422556
21371,3,08711,0051,,2021,604596.0,,,,,604596.0,315685.0,,61253.0,,3087110051,19.40320255951344,52.21420584985677,10.131228125889024
21372,3,08711,0085,,2021,965466.0,54725.0,,,,1027293.0,430172.0,,104010.0,,3087110085,24.178700612778144,41.8743240730736,10.124667451252952
21373,3,08715,0051,,2021,653234.0,,,,,653234.0,185168.0,,54927.0,,3087150051,29.663332757279875,28.346350618614462,8.408472308544871
21374,3,08715,0056,,2021,518653.0,,,,,518653.0,293375.0,,97512.0,,3087150056,33.23800596506178,56.56479380240739,18.801009538169065
21375,3,08715,0068,,2021,836566.0,,,,,836566.0,380438.0,,9086.0,,3087150068,2.3882998018073907,45.47614892309752,1.0861067745999717
21376,3,08716,0038,,2021,811031.0,,,,,813825.0,342723.0,,31273.0,,3087160038,9.124861768833723,42.11261634872362,3.842718029060302
21377,3,08716,0061,,2021,,,,,,776944.0,255630.0,,14615.0,,3087160061,5.717247584399328,32.90198521386355,1.8810879548590373
21378,3,08716,0064,,2021,1167683.0,,,,,1611514.0,483880.0,3975.0,160170.0,,3087160064,33.101182111267256,30.02642235810548,9.939100746254764
21379,3,08716,0080,,2021,,614940.0,,,,614940.0,431562.0,84151.0,86281.0,,3087160080,19.99272410453191,70.17952971021563,14.030799752821412
21380,3,08717,0002,,2021,785927.0,,,,193612.0,983482.0,534373.0,,102393.0,,3087170002,19.161334872832274,54.334802263793335,10.41127341425669
21381,3,08717,0029,,2021,1376989.0,,,,,1376989.0,394381.0,5882.0,102763.0,36047061004.0,3087170029,26.056782654336796,28.640824291261584,7.462877335984529
21382,3,08718,0075,,2021,1991160.0,,,,,1991160.0,1070363.0,,241688.0,,3087180075,22.58000323254821,53.75575041684244,12.138050181803573
21385,3,08720,0001,,2021,,,,,,1080299.0,53495.0,,,,3087200001,,4.951869806414706,
21387,3,08720,3004,3004.0,2021,,,678362.0,,,794304.0,249041.0,147269.0,49505.0,,3087203004,19.87825297842524,31.353360929820322,6.232500402868423
21388,3,08722,0475,,2021,3529748.0,423824.0,,,,4150425.0,1739036.0,,401909.0,,3087220475,23.11102242851787,41.90019094430089,9.68356252672919
21389,3,08722,0475,,2021,3529748.0,423824.0,,,,4150425.0,1739036.0,,401909.0,,3087220475,23.11102242851787,41.90019094430089,9.68356252672919
21395,3,08734,0018,,2021,908385.0,,,,,944418.0,380001.0,,101571.0,36047062000.0,3087340018,26.729140186473195,40.23652662274544,10.754877607161236
21396,3,08745,0081,,2021,707798.0,,,,,747531.0,365870.0,,99001.0,,3087450081,27.059064695110287,48.94378962210263,13.243731698083424
21398,3,08763,0013,,2021,1193437.0,,,,,1380217.0,637362.0,9399.0,132850.0,36047060800.0,3087630013,20.843727740279462,46.178390789274445,9.625298050958655
21399,3,08764,0010,,2021,3309193.0,,,,118721.0,3526146.0,1624574.0,43945.0,401855.0,,3087640010,24.736023105134024,46.07222729858605,11.39643678962811
21400,3,08764,0028,,2021,3460034.0,,,,68156.0,3612880.0,1649083.0,35744.0,369438.0,,3087640028,22.402632250772093,45.64455503642523,10.225581807311618
21401,3,08765,0019,,2021,1278154.0,,,,30487.0,1343431.0,520028.0,9200.0,82744.0,,3087650019,15.911450921873438,38.70894746362113,6.159155178047849
21402,3,08765,0027,,2021,486049.0,,,,13367.0,522143.0,258578.0,,68176.0,,3087650027,26.365738771279844,49.52244883106735,13.05695949193995
21404,3,08771,0129,,2021,1316141.0,28200.0,,,43501.0,1803857.0,817806.0,,197154.0,,3087710129,24.107673458008378,45.33652057785068,10.929580338131016
21407,3,08773,1001,1001.0,2021,,,153555.0,,,1491666.0,339561.0,,3244.0,,3087731001,0.9553511740158618,22.763876095587083,0.21747495753070728
21408,3,08774,0006,,2021,,,,,,1521333.0,320474.0,20700.0,32168.0,,3087740006,10.037631757958524,21.065342038856713,2.114461462414869
21410,3,08776,0007,,2021,505692.0,,,,19086.0,524778.0,246166.0,23857.0,31041.0,,3087760007,12.609783641932678,46.90859754029323,5.915072659295931
21412,3,08778,0032,,2021,,,,,,547047.0,136891.0,,,,3087780032,,25.023626854730946,
21414,3,08779,0060,,2021,,,,,,2877202.0,873199.0,13500.0,41976.0,,3087790060,4.807151634392618,30.348894516269624,1.458917378758947
21416,3,08783,0064,,2021,,,,,,1202985.0,142765.0,,22416.0,,3087830064,15.701327356144713,11.86756277094062,1.863364879861345
21417,3,08792,0063,,2021,1028100.0,,,,,1153290.0,226410.0,,43868.0,36047060800.0,3087920063,19.375469281392167,19.631662461306348,3.8037267296170088
21418,3,08804,0075,,2021,,,470074.0,,,576331.0,228607.0,,1391.0,,3088040075,0.6084678071975049,39.66592114600811,0.24135436060180698
21419,3,08805,0134,,2021,1456668.0,,,,26465.0,1542155.0,616124.0,5325.0,111796.0,,3088050134,18.145048723958165,39.95214488815975,7.249336156222948
21420,3,08805,0036,,2021,1486712.0,,,,17406.0,1673826.0,611673.0,28988.0,55181.0,,3088050036,9.021323484933944,36.54340415311986,3.2966987010597277
21421,3,08807,0125,,2021,1082360.0,,,,27595.0,1137840.0,483167.0,6280.0,87574.0,,3088070125,18.12499611935418,42.46352738522112,7.696512690712226
21422,3,08807,0135,,2021,650770.0,,,,21431.0,753658.0,313110.0,5849.0,66279.0,,3088070135,21.1679601418032,41.54536938505264,8.794307232192851
21423,3,08815,0001,,2021,,,,,,895689.0,62004.0,,,,3088150001,,6.922492070350311,
21424,3,08815,0101,,2021,2233143.0,,,,,2750501.0,338075.0,,104776.0,,3088150101,30.99193965835983,12.291397094565681,3.8093423707171894
21426,3,08815,0042,,2021,2831556.0,,,,17107.0,3072061.0,1485337.0,,185877.0,,3088150042,12.514129790074577,48.349853730117985,6.050563449098179
21427,3,08822,0002,,2021,,,,,,529377.0,194746.0,,33956.0,,3088220002,17.43604489951013,36.787771285869994,6.414332318933388
21431,3,08841,0500,,2021,,,,,,695611.0,80920.0,,29510.0,,3088410500,36.46811665842808,11.632938524548923,4.242313591935723
